0.000000000000000000e+00,0.000000000000000000e+00
1.414141414141414088e-01,9.528107500189234719e-03
2.828282828282828176e-01,3.623963096113100302e-02
4.242424242424241987e-01,7.737129246590360165e-02
5.656565656565656353e-01,1.302557446468669000e-01
7.070707070707070718e-01,1.923585790428432030e-01
8.484848484848483974e-01,2.613079791929207585e-01
9.898989898989898339e-01,3.349174363477218641e-01
1.131313131313131271e+00,4.112020197280858436e-01
1.272727272727272707e+00,4.883887483869525648e-01
1.414141414141414144e+00,5.649216494019174695e-01
1.555555555555555580e+00,6.394621089438036199e-01
1.696969696969696795e+00,7.108851304151214689e-01
1.838383838383838231e+00,7.782721090575768219e-01
1.979797979797979668e+00,8.409007169200061194e-01
2.121212121212121104e+00,8.982324675587132212e-01
2.262626262626262541e+00,9.498984979559974562e-01
2.404040404040403978e+00,9.956840674548005365e-01
2.545454545454545414e+00,1.035512231484569279e+00
2.686868686868686851e+00,1.069427102849635824e+00
2.828282828282828287e+00,1.097577066597607676e+00
2.969696969696969724e+00,1.120198267082644028e+00
3.111111111111111160e+00,1.137598638755124458e+00
3.252525252525252597e+00,1.150142706279579707e+00
3.393939393939393590e+00,1.158237335509764376e+00
3.535353535353535026e+00,1.162318575209119187e+00
3.676767676767676463e+00,1.162839690651054525e+00
3.818181818181817899e+00,1.160260454707302324e+00
3.959595959595959336e+00,1.155037729969800475e+00
4.101010101010101216e+00,1.147617346992394483e+00
4.242424242424242209e+00,1.138427258937687814e+00
4.383838383838384090e+00,1.127871931750962231e+00
4.525252525252525082e+00,1.116327911371545412e+00
4.666666666666666075e+00,1.104140495291809021e+00
4.808080808080807955e+00,1.091621424799667173e+00
4.949494949494948948e+00,1.079047506270903733e+00
5.090909090909090828e+00,1.066660064665043928e+00
5.232323232323231821e+00,1.054665129656262801e+00
5.373737373737373701e+00,1.043234254321285803e+00
5.515151515151514694e+00,1.032505867727066651e+00
5.656565656565656575e+00,1.022587065831221276e+00
5.797979797979797567e+00,1.013555749553098684e+00
5.939393939393939448e+00,1.005463024428931096e+00
6.080808080808080440e+00,9.983357826808496593e-01
6.222222222222222321e+00,9.921793955736987192e-01
6.363636363636363313e+00,9.869804513916119459e-01
6.505050505050505194e+00,9.827094820447871415e-01
6.646464646464646187e+00,9.793236290438044334e-01
6.787878787878787179e+00,9.767692072039222406e-01
6.929292929292929060e+00,9.749841318365350951e-01
7.070707070707070052e+00,9.739001822420825238e-01
7.212121212121211933e+00,9.734450809513089942e-01
7.353535353535352925e+00,9.735443743023812768e-01
7.494949494949494806e+00,9.741231055405349393e-01
7.636363636363635798e+00,9.751072766518046331e-01
7.777777777777777679e+00,9.764250995751702078e-01
7.919191919191918672e+00,9.780080412736856799e-01
8.060606060606060552e+00,9.797916703920864778e-01
8.202020202020202433e+00,9.817163159032651354e-01
8.343434343434342537e+00,9.837275502744926570e-01
8.484848484848484418e+00,9.857765112987789680e-01
8.626262626262626299e+00,9.878200778750230171e-01
8.767676767676768179e+00,9.898209157242212619e-01
8.909090909090908283e+00,9.917474093421920767e-01
9.050505050505050164e+00,9.935734964576952155e-01
9.191919191919192045e+00,9.952784209345275634e-01
9.333333333333332149e+00,9.968464194727024719e-01
9.474747474747474030e+00,9.982663566714166103e-01
9.616161616161615910e+00,9.995313220574862934e-01
9.757575757575757791e+00,1.000638201597109811e+00
9.898989898989897895e+00,1.001587235033132739e+00
1.004040404040403978e+01,1.002381569158185437e+00
1.018181818181818166e+01,1.003026815876469469e+00
1.032323232323232354e+01,1.003530622650397497e+00
1.046464646464646364e+01,1.003902261696008047e+00
1.060606060606060552e+01,1.004152243102810482e+00
1.074747474747474740e+01,1.004291955925795232e+00
1.088888888888888928e+01,1.004333340242800299e+00
1.103030303030302939e+01,1.004288592199223062e+00
1.117171717171717127e+01,1.004169903181291179e+00
1.131313131313131315e+01,1.003989233473232545e+00
1.145454545454545325e+01,1.003758120064830228e+00
1.159595959595959513e+01,1.003487517684042540e+00
1.173737373737373701e+01,1.003187671632826072e+00
1.187878787878787890e+01,1.002868020599718024e+00
1.202020202020201900e+01,1.002537127305497044e+00
1.216161616161616088e+01,1.002202634602755937e+00
1.230303030303030276e+01,1.001871244490078139e+00
1.244444444444444464e+01,1.001548717409761702e+00
1.258585858585858475e+01,1.001239889167366393e+00
1.272727272727272663e+01,1.000948702834294712e+00
1.286868686868686851e+01,1.000678253063650214e+00
1.301010101010101039e+01,1.000430840357389162e+00
1.315151515151515049e+01,1.000208032962179860e+00
1.329292929292929237e+01,1.000010734235637466e+00
1.343434343434343425e+01,9.998392535073771237e-01
1.357575757575757436e+01,9.996933786547836931e-01
1.371717171717171624e+01,9.995724488162153198e-01
1.385858585858585812e+01,9.994754258697940985e-01
1.400000000000000000e+01,9.994009635098266564e-01
